0,0,253,37801
0,1,253,37833
0,2,253,38007
0,3,253,37256
0,4,253,37290
0,5,253,37208
0,6,253,36843
0,7,252,36220
0,8,251,35693
0,9,247,35089
0,10,243,35727
0,11,239,35023
0,12,234,34341
0,13,232,34006
0,14,229,33146
0,15,226,32618
0,16,224,32437
0,17,221,31957
0,18,218,32053
0,19,217,32527
0,20,215,32642
0,21,212,32595
0,22,212,31106
0,23,208,31414
0,24,207,31724
0,25,206,31752
0,26,206,32004
0,27,206,32237
0,28,203,32035
0,29,203,31988
0,30,203,32169
0,31,200,32354
0,32,201,30885
0,33,200,31235
0,34,199,31970
0,35,199,31996
0,36,200,31086
0,37,199,30617
0,38,200,31160
0,39,199,31567
0,40,199,31130
0,41,198,31504
0,42,200,32270
0,43,199,32299
0,44,200,32290
0,45,200,32769
0,46,199,32427
0,47,202,32405
0,48,204,33173
0,49,203,32406
0,50,203,32012
0,51,204,31476
0,52,207,31207
0,53,205,31152
0,54,207,31224
0,55,207,31320
0,56,205,31795
0,57,210,31572
0,58,209,31781
0,59,214,31718
0,60,214,32056
0,61,218,32324
0,62,218,32081
0,63,220,32101
0,64,224,32185
0,65,217,32767
0,66,224,32320
0,67,230,32061
0,68,231,32396
0,69,237,31876
0,70,240,33141
0,71,244,33591
0,72,241,33689
0,73,247,34874
0,74,249,34074
0,75,253,34556
0,76,251,36124
0,77,253,36514
0,78,253,36383
0,79,253,36543
1,0,253,38689
1,1,253,38459
1,2,253,37720
1,3,253,37433
1,4,253,36321
1,5,253,36222
1,6,252,37687
1,7,252,36219
1,8,248,36469
1,9,244,36000
1,10,240,34183
1,11,236,33512
1,12,232,34520
1,13,229,33688
1,14,228,33832
1,15,225,33340
1,16,222,33343
1,17,216,32810
1,18,217,32810
1,19,215,32464
1,20,214,31980
1,21,212,31894
1,22,209,32095
1,23,209,31995
1,24,206,31705
1,25,205,31584
1,26,204,31181
1,27,205,31221
1,28,203,31799
1,29,202,32138
1,30,201,30680
1,31,200,31349
1,32,200,31492
1,33,200,31664
1,34,199,30992
1,35,199,31405
1,36,199,31973
1,37,198,31347
1,38,198,31504
1,39,197,31674
1,40,198,31874
1,41,198,32204
1,42,198,31640
1,43,198,31833
1,44,200,31601
1,45,201,32254
1,46,199,33447
1,47,200,33606
1,48,200,32609
1,49,201,32025
1,50,202,32596
1,51,203,32259
1,52,202,31918
1,53,204,32159
1,54,205,32208
1,55,205,31985
1,56,207,32700
1,57,210,32787
1,58,210,32926
1,59,209,32554
1,60,213,32823
1,61,215,32913
1,62,214,33000
1,63,215,33046
1,64,222,32835
1,65,215,32561
1,66,225,32949
1,67,227,32528
1,68,229,33477
1,69,230,33006
1,70,232,32997
1,71,239,34076
1,72,235,34091
1,73,248,34949
1,74,243,34306
1,75,253,35317
1,76,251,35517
1,77,253,36093
1,78,253,36937
1,79,253,37024
2,0,253,39095
2,1,253,39219
2,2,253,38681
2,3,253,37853
2,4,253,37848
2,5,253,37262
2,6,253,38012
2,7,252,37105
2,8,245,36577
2,9,242,35838
2,10,238,35615
2,11,234,35039
2,12,231,35039
2,13,229,34476
2,14,225,33532
2,15,222,33073
2,16,219,33026
2,17,217,33105
2,18,215,32764
2,19,213,32614
2,20,211,32820
2,21,209,32460
2,22,209,32489
2,23,207,32312
2,24,205,31621
2,25,204,31758
2,26,204,31706
2,27,202,31478
2,28,200,32357
2,29,201,31698
2,30,202,31661
2,31,199,31617
2,32,199,31193
2,33,199,31269
2,34,198,31437
2,35,199,31524
2,36,197,31470
2,37,197,31768
2,38,197,30702
2,39,197,30950
2,40,196,31401
2,41,197,31501
2,42,197,32203
2,43,197,32307
2,44,199,31974
2,45,197,32339
2,46,197,31876
2,47,198,32009
2,48,200,32182
2,49,200,31805
2,50,201,31951
2,51,202,31164
2,52,203,31763
2,53,203,31738
2,54,204,31475
2,55,206,31632
2,56,204,32500
2,57,207,32308
2,58,208,32595
2,59,209,32558
2,60,213,32208
2,61,214,32385
2,62,216,33336
2,63,218,32750
2,64,218,31954
2,65,218,32169
2,66,224,32657
2,67,226,32484
2,68,231,33755
2,69,231,33864
2,70,228,33335
2,71,236,33357
2,72,240,33033
2,73,246,34292
2,74,240,35111
2,75,250,35407
2,76,245,36036
2,77,252,36574
2,78,253,37633
2,79,253,37119
3,0,253,38635
3,1,253,38521
3,2,253,38295
3,3,253,37558
3,4,253,37498
3,5,253,37842
3,6,253,37258
3,7,248,36544
3,8,244,36291
3,9,241,35913
3,10,237,35144
3,11,233,35109
3,12,230,34669
3,13,225,33925
3,14,224,34488
3,15,222,33728
3,16,218,33308
3,17,217,33459
3,18,215,33198
3,19,212,33031
3,20,210,33197
3,21,209,33135
3,22,207,31982
3,23,205,31576
3,24,204,30995
3,25,204,31066
3,26,204,31533
3,27,202,31351
3,28,201,32180
3,29,199,31737
3,30,200,31275
3,31,199,31035
3,32,199,31107
3,33,199,30951
3,34,197,30852
3,35,197,30634
3,36,196,30769
3,37,196,31417
3,38,195,31078
3,39,196,31381
3,40,197,30996
3,41,195,30916
3,42,195,31038
3,43,197,31283
3,44,197,32836
3,45,197,32644
3,46,198,32033
3,47,198,32650
3,48,198,32222
3,49,197,31758
3,50,200,31947
3,51,202,31647
3,52,201,32422
3,53,203,32237
3,54,203,32139
3,55,204,32383
3,56,205,31976
3,57,207,32384
3,58,207,32414
3,59,209,32656
3,60,210,33218
3,61,212,33167
3,62,212,32863
3,63,217,32490
3,64,219,32691
3,65,218,33212
3,66,223,33239
3,67,222,32535
3,68,227,32872
3,69,227,33549
3,70,226,33391
3,71,237,33872
3,72,241,33701
3,73,234,34297
3,74,243,35120
3,75,248,35698
3,76,251,36637
3,77,253,37351
3,78,253,36698
3,79,253,36286
4,0,253,39524
4,1,253,38826
4,2,253,38207
4,3,253,37587
4,4,253,37427
4,5,253,37242
4,6,249,37433
4,7,246,36931
4,8,242,36123
4,9,239,35746
4,10,236,35302
4,11,232,35547
4,12,229,34574
4,13,227,34602
4,14,223,34523
4,15,220,33794
4,16,217,34056
4,17,215,33810
4,18,213,33870
4,19,211,33298
4,20,210,32813
4,21,208,33106
4,22,206,32389
4,23,204,31864
4,24,204,32171
4,25,202,32372
4,26,201,31816
4,27,201,31939
4,28,200,31939
4,29,199,31581
4,30,199,30872
4,31,197,30796
4,32,197,30622
4,33,196,30493
4,34,198,30749
4,35,195,30714
4,36,195,30710
4,37,194,30592
4,38,195,30525
4,39,195,30758
4,40,195,31165
4,41,194,31221
4,42,196,30925
4,43,195,31323
4,44,196,31559
4,45,196,31938
