TIME,MACHINENAME,RECEIPE,ID,NG_X,NG_Y,NG_STATUS
0,0,1997
0,1,2055
0,2,1892
0,3,1861
0,4,1939
0,5,1869
0,6,1888
0,7,1875
0,8,1824
0,9,1877
0,10,1877
0,11,1862
0,12,1889
0,13,1834
0,14,1879
0,15,1861
0,16,1776
0,17,1920
0,18,1891
0,19,1831
0,20,1855
0,21,1807
0,22,1768
0,23,1860
0,24,1874
0,25,1776
0,26,1765
0,27,1960
0,28,1844
0,29,1815
0,30,1920
0,31,1932
0,32,1839
0,33,1874
0,34,1938
0,35,1971
0,36,1901
0,37,2089
0,38,1866
0,39,1911
0,40,2092
0,41,2021
0,42,2053
0,43,1997
0,44,2126
0,45,2250
0,46,1833
0,47,2176
0,48,2275
0,49,2206
0,50,2142
0,51,2068
0,52,2049
0,53,1898
0,54,2088
0,55,2034
0,56,2077
0,57,2109
0,58,2221
0,59,2062
0,60,2071
0,61,2023
0,62,2111
0,63,2202
0,64,2052
0,65,2094
0,66,2091
0,67,2150
0,68,2055
0,69,1995
0,70,2105
0,71,2142
0,72,2143
0,73,2145
0,74,2125
0,75,2207
0,76,2318
0,77,2112
0,78,2219
0,79,2214
1,0,1936
1,1,1876
1,2,2042
1,3,2022
1,4,1930
1,5,1964
1,6,1884
1,7,1961
1,8,1951
1,9,1928
1,10,1939
1,11,1880
1,12,1986
1,13,1862
1,14,1803
1,15,1817
1,16,1883
1,17,1868
1,18,1962
1,19,1822
1,20,1851
1,21,1868
1,22,1838
1,23,1978
1,24,1906
1,25,1916
1,26,1719
1,27,1823
1,28,1996
1,29,2134
1,30,1897
1,31,1884
1,32,2174
1,33,1932
1,34,1966
1,35,1978
1,36,2142
1,37,1955
1,38,2014
1,39,1991
1,40,2069
1,41,2174
1,42,2134
1,43,2210
1,44,2134
1,45,2226
1,46,2178
1,47,2191
1,48,2157
1,49,2157
1,50,2225
1,51,2150
1,52,2111
1,53,2047
1,54,2157
1,55,2085
1,56,2169
1,57,2145
1,58,2180
1,59,2051
1,60,2203
1,61,2177
1,62,2072
1,63,2032
1,64,2177
1,65,2175
1,66,2033
1,67,2055
1,68,2171
1,69,2120
1,70,2083
1,71,2152
1,72,2163
1,73,2193
1,74,2108
1,75,2166
1,76,2313
1,77,2282
1,78,2087
1,79,2199
2,0,1903
2,1,1894
2,2,1885
2,3,1862
2,4,1844
2,5,1894
2,6,1763
2,7,1847
2,8,1875
2,9,1885
2,10,1705
2,11,1769
2,12,1851
2,13,1855
2,14,1852
2,15,1803
2,16,1766
2,17,1806
2,18,1940
2,19,1940
2,20,1828
2,21,1828
2,22,1889
2,23,2024
2,24,1826
2,25,1900
2,26,1950
2,27,1885
2,28,1971
2,29,1999
2,30,1907
2,31,1897
2,32,1933
2,33,1962
2,34,1889
2,35,1913
2,36,1911
2,37,2059
2,38,1954
2,39,1975
2,40,1914
2,41,1963
2,42,2030
2,43,2014
2,44,2129
2,45,2115
2,46,2096
2,47,2138
2,48,2189
2,49,2150
2,50,2025
2,51,1962
2,52,2104
2,53,2071
2,54,2220
2,55,2226
2,56,2118
2,57,2101
2,58,2087
2,59,2058
2,60,2192
2,61,2148
2,62,2109
2,63,2078
2,64,2023
2,65,1994
2,66,2088
2,67,2023
2,68,2148
2,69,2036
2,70,2140
2,71,2078
2,72,2104
2,73,2102
2,74,2150
2,75,2253
2,76,2197
2,77,2142
2,78,2126
2,79,2240
3,0,1894
3,1,1895
3,2,2013
3,3,2036
3,4,1964
3,5,1908
3,6,2024
3,7,2064
3,8,2015
3,9,1950
3,10,1931
3,11,2026
3,12,1830
3,13,1805
3,14,1829
3,15,1895
3,16,1820
3,17,1779
3,18,1757
3,19,1727
3,20,1842
3,21,2055
3,22,1882
3,23,1974
3,24,1831
3,25,1856
3,26,1817
3,27,1827
3,28,1715
3,29,1707
3,30,1861
3,31,1789
3,32,1992
3,33,1905
3,34,1945
3,35,1900
3,36,1920
3,37,2101
3,38,1938
3,39,1966
3,40,2009
3,41,2114
3,42,1970
3,43,2018
3,44,2151
3,45,2133
3,46,2003
3,47,2088
3,48,2113
3,49,1983
3,50,2127
3,51,2095
3,52,2109
3,53,2163
3,54,1929
3,55,1950
3,56,2073
3,57,2084
3,58,2158
3,59,2022
3,60,2043
3,61,1973
3,62,2112
3,63,2194
3,64,2171
3,65,2065
3,66,2005
3,67,2033
3,68,2146
3,69,2116
3,70,2135
3,71,2130
3,72,2261
3,73,2162
3,74,2156
3,75,2160
3,76,2240
3,77,2214
3,78,2231
3,79,2148
4,0,1915
4,1,1919
4,2,1871
4,3,1866
4,4,1905
4,5,1872
4,6,1860
4,7,1912
4,8,1841
4,9,1847
4,10,1890
4,11,1920
4,12,1985
4,13,1993
4,14,1990
4,15,1993
4,16,2012
4,17,1913
4,18,1928
4,19,1975
4,20,1938
4,21,1918
4,22,1959
4,23,1895
4,24,1902
4,25,1984
4,26,1914
4,27,2087
4,28,1868
4,29,1971
4,30,2175
4,31,2202
4,32,1923
4,33,1932
4,34,1946
4,35,2050
4,36,1901
4,37,1991
4,38,1813
4,39,1969
4,40,1965
4,41,2063
4,42,1926
4,43,2026
4,44,2119
4,45,2071
4,46,2042
4,47,2092
4,48,2093
4,49,2047
4,50,2275
4,51,2175
4,52,2083
4,53,2058
4,54,2067
4,55,2035
4,56,2151
4,57,2121
4,58,1974
4,59,1938
4,60,2330
4,61,2182
4,62,2072
4,63,2099
4,64,2053
4,65,2012
4,66,2109
4,67,2183
4,68,2066
4,69,2112
4,70,2106
4,71,2119
4,72,2138
4,73,2005
4,74,2253
4,75,2175
4,76,2174
4,77,2258
4,78,2223
4,79,2297
5,0,1850
5,1,1883
5,2,1921
5,3,1957
5,4,1865
5,5,1841
5,6,1911
5,7,2019
5,8,1856
5,9,1828
5,10,1784
5,11,1961
5,12,1769
5,13,1789
5,14,1728
5,15,1751
5,16,1772
5,17,1858
5,18,1889
5,19,1741
5,20,1799
5,21,1884
5,22,1820
5,23,1855
5,24,1780
5,25,1920
5,26,1939
5,27,1832
5,28,2119
5,29,1902
5,30,1689
5,31,1757
5,32,1920
5,33,1913
5,34,1898
5,35,1734
5,36,1975
5,37,1951
5,38,2066
5,39,1929
5,40,1957
5,41,1888
5,42,2081
5,43,2137
5,44,2099
5,45,2037
5,46,2052
5,47,2007
5,48,2079
5,49,2113
5,50,1863
5,51,1971
5,52,2183
5,53,2118
5,54,2050
5,55,2044
5,56,2137
5,57,2008
5,58,2124
5,59,2185
5,60,1998
5,61,1987
5,62,2160
5,63,2124
5,64,2021
5,65,2101
5,66,2077
5,67,2148
5,68,2213
5,69,2037
5,70,2135
5,71,2127
5,72,2325
5,73,2371
5,74,2282
5,75,2119
5,76,2315
5,77,2191
5,78,2152
5,79,2169
6,0,1898
6,1,1860
6,2,1770
6,3,1830
6,4,1794
6,5,1776
6,6,1925
6,7,1923
6,8,1742
6,9,1816
6,10,1779
6,11,1831
6,12,1894
6,13,1801
6,14,1929
6,15,2091
6,16,1841
6,17,1829
6,18,1942
6,19,1852
6,20,1716
6,21,1814
6,22,1813
6,23,1765
6,24,1850
6,25,1830
6,26,2023
6,27,1808
6,28,1866
6,29,1738
6,30,1999
6,31,2161
6,32,2042
6,33,1969
6,34,1938
6,35,1841
6,36,1968
6,37,1987
6,38,1984
6,39,2065
6,40,2107
6,41,2007
6,42,2074
6,43,2053
6,44,2025
6,45,2213
6,46,2107
6,47,2130
6,48,2136
6,49,2105
6,50,2131
6,51,2134
6,52,1915
6,53,1883
6,54,2128
6,55,2167
6,56,2153
6,57,2184
6,58,2145
6,59,2191
6,60,2007
6,61,1860
6,62,2233
6,63,2165
6,64,2030
6,65,1973
6,66,2031
6,67,2018
6,68,2101
6,69,1898
6,70,2119
6,71,2146
6,72,2183
6,73,2154
6,74,2172
6,75,2234
6,76,2251
6,77,2199
6,78,2162
6,79,2113
7,0,1828
7,1,1837
7,2,1827
7,3,1807
7,4,1883
7,5,1752
7,6,1843
7,7,1866
7,8,1868
7,9,1812
7,10,1710
7,11,1866
7,12,1784
7,13,1897
7,14,1853
7,15,1764
7,16,1869
7,17,1888
7,18,1723
7,19,1847
7,20,1960
7,21,1816
7,22,1869
7,23,1767
7,24,1824
7,25,1800
7,26,1823
7,27,1817
7,28,1951
7,29,1953
7,30,1856
7,31,1824
7,32,1848
7,33,1819
7,34,1926
7,35,1934
7,36,1921
7,37,2052
7,38,1996
7,39,1977
7,40,1899
7,41,2138
7,42,2021
7,43,1986
7,44,1978
7,45,2130
7,46,2071
7,47,2040
7,48,2229
7,49,2132
7,50,2137
7,51,2158
7,52,2208
7,53,2205
7,54,1992
7,55,2019
7,56,2067
7,57,2014
7,58,1891
7,59,2034
7,60,2176
7,61,2145
7,62,1842
7,63,1938
7,64,2258
7,65,2204
7,66,1987
7,67,2103
7,68,2183
7,69,2135
7,70,2212
7,71,2101
7,72,2195
7,73,2134
7,74,2180
7,75,2155
7,76,2235
7,77,2185
7,78,2197
7,79,2099
8,0,1846
8,1,1802
8,2,1873
8,3,1738
8,4,1873
8,5,1891
8,6,1798
8,7,1846
8,8,1818
8,9,1955
8,10,1715
8,11,1829
8,12,1776
8,13,1777
8,14,1853
8,15,1916
8,16,1770
8,17,1784
8,18,1760
8,19,1823
8,20,1802
8,21,1785
8,22,1742
8,23,1795
8,24,1773
8,25,1867
8,26,1790
8,27,1749
8,28,1881
8,29,1819
8,30,1786
8,31,1838
8,32,1799
8,33,1869
8,34,1916
